Project Name,Test Function,Smell Type
vradarserver@vrs,AdsbTranslatorTests<>AdsbTranslator_Translate_Decodes_Velocity_Horizontal_Margin_Of_Error_Correctly,MagicNumber
vradarserver@vrs,ReportsControllerTests<>ReportRows_IcaoReport_Passes_Range_And_Sort_Criteria_To_FetchRows,MagicNumber
dioram@Elektronik-Tools-2.0,ReadingTests<>ContainersTree,MagicNumber
dioram@Elektronik,DataRecorderSubscription<>SubscribeConnectableObservationCloudContainer,MagicNumber
vradarserver@vrs,AdsbTranslatorTests<>AdsbTranslator_Translate_Decodes_TCAS_AR_ARAs_Correctly,MagicNumber
augcog@ISAACS_Interface,MapMatcherTest<>NoSegment,MagicNumber
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_MessagesReceivedCount_Increments_When_Aircraft_Information_Received,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Raises_Port30003MessageReceived_With_Message_From_Translator,MagicNumber
icosa-gallery@open-brush,FbxPropertyTest<>BasicTests,MagicNumber
vimeo@vimeo-unity-sdk,VideoChunkTest<>UploadError_Retries_Upload,MagicNumber
hotbreakb@Capstone_Design,LeapCTests<>TestSetDeviceFlags,MagicNumber
icosa-gallery@open-brush,FbxNodeTest<>TestBasics,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMedianFinderTest<>TransformEmptyCollection,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,TextEditorBackspaceDelete<>TextEditorWithUTF16_LeftCursorOnDelete_RemovesCharacter,MagicNumber
vradarserver@vrs,ExpiringListTests<>ExpiringList_Clear_Removes_All_Items,MagicNumber
ExtendRealityLtd@Zinnia.Unity,TimeSpanToFloatTest<>TransformTotalMinutes,MagicNumber
UMI3D@UMI3D-SDK,UMI3DTrackingManager_Test<>UpdateBoneFPS_TrackingFPS_Test,MagicNumber
mattrdowney@planetaria,MiscellaneousTestScript<>MiscellaneousTestScriptWithEnumeratorPasses,MagicNumber
virtuallynaked@virtually-naked,BoneTest<>TestSetRotation,MagicNumber
vradarserver@vrs,ConnectionLoggerTests<>ConnectionLogger_Start_Ignores_Empty_IPAddresses,MagicNumber
dioram@Elektronik,ImagePresentersTests<>ConstructFileImagePresenter,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Will_Translate_Null_Adsb_Messages,MagicNumber
iamtomhewitt@jet-dash-vr,PlayerControlTests<>ShouldResetYPosition,MagicNumber
tterpi@VRSketchingGeometry,PatchSketchObjectCommandTest<>AddSegmentContinuousCommandUndo,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_UpdateSession_Updates_Existing_Session_Record,MagicNumber
vradarserver@vrs,FileSystemServerTests<>FileSystemServer_Html_Files_That_Fail_Checksum_Return_Error_Message,MagicNumber
vradarserver@vrs,AircraftControllerTests<>AircraftController_GetAddcThumbnails_Returns_Error_If_Icao_Is_Garbage,MagicNumber
willychang21@MapboxARGame,CircularBufferTest<>SettingAndGettingValues,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetLocations_Returns_Empty_List_If_File_Does_Not_Exist,MagicNumber
ExtendRealityLtd@Zinnia.Unity,LayerMaskExtensionsTest<>SetByInt,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,VerticalLayoutGroupTests<>TestCalculateLayoutInputVertical,MagicNumber
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>TestDeleteWord,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Does_Not_Increment_TotalMessages_When_Port30003Translator_Returns_Null,MagicNumber
vradarserver@vrs,ExternalIPAddressServiceTests<>ExternalIPAdderssService_GetExternalIPAddress_Raises_AddressUpdated,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Filters_Accept_Full_Set_Of_Bounds_V2_POST,MagicNumber
vradarserver@vrs,ReportsControllerTests<>ReportRows_DateReport_Honours_IsMilitary_NonDatabase_Criteria,MagicNumber
kurotu@VRCQuestTools,ComponentRemoverTests<>TestAudioSource,MagicNumber
virtuallynaked@virtually-naked,TwistSwingTest<>TestDecomposeHalfRevolution,MagicNumber
immersivecognition@unity-experiment-framework,TestSettings<>CascadeSettings,MagicNumber
CrispthoAlex@holbertonschool-unity,TestHistoryWindow<>CollabHistoryPresenter_OnUpdatePage__OnlyKeeps10ChangeActions,MagicNumber
watson-developer-cloud@unity-sdk,TextToSpeechV1IntegrationTests<>TestDeleteSpeakerModel,MagicNumber
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_IsFrozen_Set_Raises_FreezeStatusChanged,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Will_Not_Raise_Port30003MessageReceived_When_Raw_Translator_Returns_Null,MagicNumber
icosa-gallery@open-brush,FbxManagerTest<>TestGetFileFormatVersion,MagicNumber
vradarserver@vrs,AircraftTests<>Aircraft_UpdateCoordinates_Ignores_Trail_Updates_When_The_Position_Does_Not_Change,MagicNumber
dioram@Elektronik-Tools-2.0,ParsingTests<>VisualisationArraySimple,MagicNumber
icosa-gallery@open-brush,FbxSystemUnitTest<>TestBasics,MagicNumber
immersivecognition@unity-experiment-framework,TestSettings<>DeserializeJson,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Writes_Correct_Info_Record,MagicNumber
iamtomhewitt@jet-dash-vr,HighscoreManagerTests<>ShouldNotSaveDistanceScore,MagicNumber
vradarserver@vrs,BitStreamTests<>BitStream_Initialise_Resets_The_Stream,MagicNumber
watson-developer-cloud@unity-sdk,TextToSpeechV1IntegrationTests<>TestDeleteWord,MagicNumber
icosa-gallery@open-brush,TestListExtensions<>TestSetCountAboveCapacity,MagicNumber
icosa-gallery@open-brush,TestMathUtils<>TestTransformVector4AsVector,MagicNumber
vradarserver@vrs,AudioTests<>Audio_SpeechToWavBytes_Looks_Like_It_Is_Working,MagicNumber
watson-developer-cloud@unity-sdk,DiscoveryV1IntegrationTests<>TestListConfigurations,MagicNumber
icosa-gallery@open-brush,TestMathUtils<>TestTransformVector3AsVector,MagicNumber
vradarserver@vrs,ReportsControllerTests<>ReportRows_RegistrationReport_Copes_When_Aircraft_Cannot_Be_Found,MagicNumber
icosa-gallery@open-brush,FbxQuaternionTest<>BasicTests,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,TextEditorTests<>MoveTextStart_MovesCursorToStartOfText,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_Transactions_Can_Rollback_Inserts,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Returns_Default_Aircraft_List_When_Invalid_Feed_Requested,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>BaseStationDatabase_GetManyAircraftByCode_Returns_Empty_Collection_If_File_Does_Not_Exist,MagicNumber
kookmin-sw@capstone-2020-17,TestHistoryWindow<>CollabHistoryPresenter_OnUpdatePage__ChangesTruncatedIsCalculated,MagicNumber
Innoactive@Creator,FileManagerTests<>Read,MagicNumber
dioram@Elektronik-Tools-2.0,DataRecorderSubscription<>SubscribeTrackedCloudContainer,MagicNumber
KospY@BasSDK,TMP_RuntimeTests<>MultiLineNewLine_NegativeOrZeroLineLimit_AddsNewLine,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatModeFinderTest<>TransformUnordered,MagicNumber
UMI3D@UMI3D-SDK,PoseSubskeleton_Test<>StopPose_One,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Does_Not_Transmit_Raw_Bytes_If_Port30003_Format_Specified,MagicNumber
tterpi@VRSketchingGeometry,RibbonSketchObjectTest<>AddControlPointAndRotationCommandUndo,MagicNumber
vradarserver@vrs,TextContentTests<>TextContent_Load_Decodes_Stream_Correctly,MagicNumber
icosa-gallery@open-brush,FbxVector4Test<>BasicTests,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetDatabaseHistory_Returns_Empty_List_If_File_Not_Configured,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ActionRegistrarTest<>UnregisterEvenIfDisabled,MagicNumber
willychang21@MapboxARGame,line<>FromTile,MagicNumber
augcog@ISAACS_Interface,ProbeExtractorCsTest<>ExtractFootTrace,MagicNumber
tterpi@VRSketchingGeometry,RibbonSketchObjectTest<>AddControlPointAndRotationContinuousCommandRedo,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Does_Not_Translate_Null_ModeS_Messages,MagicNumber
icosa-gallery@open-brush,FbxTimeSpanTest<>TestBasics,MagicNumber
vradarserver@vrs,BitStreamTests<>BitStream_Skip_Can_Move_Backwards_Through_Stream,MagicNumber
kurotu@VRCQuestTools,VRCSDKUtilityTests<>GetTexturesFromMenu,MagicNumber
watson-developer-cloud@unity-sdk,AssistantV1IntegrationTests<>TestListWorkspaces,MagicNumber
UMI3D@UMI3D-SDK,UMI3DTrackingManager_Test<>SyncFPSTracking_Async_Test,MagicNumber
iamtomhewitt@vr-pacman,PacmanMovementTests<>PacmanStops,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,TextEditorTests<>SetText_MovesCursorAndSelectIndicesToNextCodePointIndexIfInvalid,MagicNumber
virtuallynaked@virtually-naked,Vector2UtilsTest<>TestAngleBetween,MagicNumber
vradarserver@vrs,TestFileInfo<>DirectoryCache_CacheChanged_Not_Raised_For_Heartbeats_After_Cache_Cleared,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_Extracts_VerticalRate_From_ADSB_Messages,MagicNumber
vradarserver@vrs,TestProvider<>ConfigurationStorage_Automatically_Creates_Receiver_From_BaseStationSettings,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatActionLiveMock<>ActivatedEmitted,MagicNumber
virtuallynaked@virtually-naked,QuaternionExtensionsTest<>TestDecomposeIntoSwingThenTwistAlongY,MagicNumber
vradarserver@vrs,PluginTests<>Plugin_Startup_Creates_A_Session_Record_If_Option_Enabled,MagicNumber
vimeo@vimeo-unity-sdk,VimeoUploaderTest<>ClearAllChunks_Clears_All_Chunks,MagicNumber
vradarserver@vrs,NotPlugin<>PluginManager_LoadedPlugins_Returns_All_Plugins_Loaded_By_LoadPlugins,MagicNumber
willychang21@MapboxARGame,AngleSmoothingTest<>Weighted,MagicNumber
icosa-gallery@open-brush,TestMathUtils<>TestGetBoundsFor,MagicNumber
ExtendRealityLtd@Zinnia.Unity,BooleanToFloatTest<>TransformTrue,MagicNumber
augcog@ISAACS_Interface,Vector2dBoundsTest<>CardinalLimits,MagicNumber
mateo-a@holbertonschool-csharp,Tests<>MaxValue_of_ListNegatives,MagicNumber
UMI3D@UMI3D-SDK,UMI3DTrackingManager_Test<>UpdateBoneFPS_NewFPS_Async_Test,MagicNumber
UMI3D@UMI3D-SDK,UMI3DTrackingManager_Test<>UpdateFPSTracking_Test,MagicNumber
vradarserver@vrs,JsonExample<>Responser_SendImage_Throws_If_Request_Is_Null,MagicNumber
vradarserver@vrs,CorsHandlerTests<>CorsHandler_Simple_Requests_Are_Accepted,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ContentSizeFitterTests<>TestFitModeUnconstrained,MagicNumber
tterpi@VRSketchingGeometry,LineSerializationTest<>ApplyData_CrossSection,MagicNumber
vradarserver@vrs,TestProvider<>ConfigurationStorage_Can_Save_And_Load_Configurations,MagicNumber
addyi@SoftwareCity,OverviewElementsTest<>IsEmptyTest,MagicNumber
dioram@Elektronik,RecorderTests<>PointsTest,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderArgsTests<>AircraftListJsonBuilderArgs_Constructor_Initialses_Properties_To_Known_Values,MagicNumber
iamtomhewitt@jet-dash-vr,ShopManagerTests<>ShouldGetCashCorrectly,MagicNumber
alvinquach@jpl-trek-vr,TextureUtilsTests<>ComputeMipmapDimensions_A_CorrectResults,MagicNumber
kookmin-sw@capstone-2020-17,TestHistoryWindow<>CollabHistoryPresenter_OnUpdatePage__RevisionNumberingChangesForMorePages,MagicNumber
augcog@ISAACS_Interface,ProbeExtractorCsTest<>FixturesLoaded,MagicNumber
vradarserver@vrs,ExpiringListTests<>ExpiringList_Will_Not_Check_Items_For_Expiry_Until_MillisecondsBetweenChecks_Has_Passed,MagicNumber
vradarserver@vrs,ConvertParameters<>AirPressure_InHgToMillibars_Returns_Correct_Values,MagicNumber
vradarserver@vrs,FlightReportJsonTests<>FlightReportJson_Constructor_Initialises_To_Known_State_And_Properties_Work,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Raises_Port30003MessageReceived_For_Every_Extracted_Packet,MagicNumber
watson-developer-cloud@unity-sdk,DiscoveryV1IntegrationTests<>TestListGateways,MagicNumber
UMI3D@UMI3D-SDK,BindingManager_Test<>RemoveBinding_Registered,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ActionRegistrarTest<>RegisterOnlyEnabled,MagicNumber
vradarserver@vrs,ReportsControllerTests<>ReportRows_IcaoReport_Sets_Flight_Row_Numbers_Correctly,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Increments_TotalMessages_When_RawTranslator_Returns_Null,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_Dispose_Does_Not_Call_Dispose_On_Managed_Caches_That_Are_Not_Disposable,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,TextEditorBackspaceDelete<>TextEditorWithUTF16_MiddleCursorOnDelete_RemovesBothSurrogatesInSuccession,MagicNumber
vradarserver@vrs,FileSystemServerTests<>FileSystemServer_If_File_Exists_In_Two_Roots_Then_First_Root_Returned_By_Configuration_Is_Used,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Dispose_Can_Cope_If_Feed_Changes_Listener_Before_Dispose,MagicNumber
augcog@ISAACS_Interface,AngleSmoothingTest<>LowPass,MagicNumber
immersivecognition@unity-experiment-framework,TestBuildingFromCSV<>BuildTableFromCSVWithoutBlankLastLine,MagicNumber
vradarserver@vrs,RebroadcastServerManagerTests<>RebroadcastServerManager_ConfigurationChanged_Disposes_Of_Old_Before_Creating_New_Server_If_Format_Changes,MagicNumber
UMI3D@UMI3D-SDK,JsonParsingTests<>MeshTargetNames,MagicNumber
virtuallynaked@virtually-naked,RigidTransformTest<>TestFromMatrixRobustness,MagicNumber
UMI3D@UMI3D-SDK,UMI3DSkeletonHierarchy_Test<>UMI3DSkeletonHierarchy_Null,MagicNumber
vradarserver@vrs,MergedFeedListenerTests<>MergedFeedListener_TotalMessages_Increments_When_Filter_Allows_Message_Through,MagicNumber
vradarserver@vrs,PairTests<>Pair_Constructor_Initialises_To_Known_State,MagicNumber
dioram@Elektronik-Tools-2.0,ContainerTreeTests<>TakeSnapshot,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableCounterTest<>RemoveFromCountInactiveComponent,MagicNumber
kurotu@VRCQuestTools,AvatarDynamicsTests<>TestVRCSDK_ChildOfEditorOnly,MagicNumber
ExtendRealityLtd@Zinnia.Unity,AnimatorParameterMutatorTest<>IntegerValueInactiveComponent,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableCounterTest<>IncreaseCount,MagicNumber
vradarserver@vrs,RebroadcastServerManagerTests<>RebroadcastServerManager_Initialise_Sets_SendInterval_Correctly,MagicNumber
vradarserver@vrs,GeofenceCWH_Tests<>Boundaries_Are_Calculated_Correctly,MagicNumber
vradarserver@vrs,AutoConfigWebServerTests<>AutoConfigWebServer_Initialise_Applies_Installer_Configuration_Settings_To_WebServer,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Increments_Total_Messages_When_Port30003_Message_Received,MagicNumber
FarahKamleh@Group4.Project3,GltfLoadTests<>GltfSampleModelsTest_DamagedHelmet,MagicNumber
vradarserver@vrs,LogDatabaseTests<>LogDatabase_EstablishSession_Does_Not_Write_Multiple_Client_Records_For_The_Same_Session,MagicNumber
ExtendRealityLtd@Zinnia.Unity,Vector2ToFloatTest<>TransformExtractX,MagicNumber
icosa-gallery@open-brush,TestColorPicker<>TestPicker_SL_H,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Does_Not_Transmit_AVR_Format_When_Offline,MagicNumber
hotbreakb@Capstone_Design,VectorTests<>Vector_Backward,MagicNumber
virtuallynaked@virtually-naked,ChannelEvaluatorTest<>TestRawValue,MagicNumber
alvinquach@jpl-trek-vr,TextureUtilsTests<>ComputeMipmapDimensions_E_CorrectResults,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Dispose_Does_Not_Care_If_Connector_Is_Null,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Creates_Session_Table,MagicNumber
virtuallynaked@virtually-naked,SwingTest<>TestCalculateDeltaEdgeCases,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateLocation_Does_Nothing_If_File_Not_Configured,MagicNumber
ExtendRealityLtd@Zinnia.Unity,GameObjectObservableListMock<>AddUnique,MagicNumber
tterpi@VRSketchingGeometry,RibbonSketchObjectTest<>AddControlPointAndRotationCommandRedo,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,RectTransformValidAfterEnable<>CheckRectTransformValidAfterEnable,MagicNumber
vradarserver@vrs,PolarPlotterTests<>PolarPlotter_ClearPolarPlots_Does_Not_Reset_Location,MagicNumber
dioram@Elektronik-Tools-2.0,ReadingTests<>ActualTimestamps,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Returns_Empty_Json_When_There_Are_No_Feeds,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Copies_Stopovers_Array_From_IAircraft_To_AircraftJson,MagicNumber
alvinquach@jpl-trek-vr,ScrollTransformerTests<>MapInputOutput_OneToOneBClamped_CorrectResults,MagicNumber
vimeo@vimeo-unity-sdk,VideoChunkTest<>Stores_And_Disposes_Bytes,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMultiplierTest<>TransformEmptyCollection,MagicNumber
vradarserver@vrs,DisposableCache<>AircraftOnlineLookupManager_LookupMany_Does_Not_Lookup_Aircraft_If_Found,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatCacheTest<>CacheChangedInactiveGameObject,MagicNumber
realitycollective@com.realitytoolkit.core,TestFixture_02_InteractionDefinitionTests<>Test_08_Processors_TestGetProcessorsOfGenericTypes,MagicNumber
XRTK@com.xrtk.core,TestFixture_01_MixedRealityToolkitTests<>Test_04_02_01_UnregisterMixedRealityServiceAndDataProviderByType,MagicNumber
iamtomhewitt@jet-dash-vr,PowerupTests<>ShouldNotDecreaseSpeedIfZeroSpeed,MagicNumber
willychang21@MapboxARGame,PolylineUtilsTest<>TestDecode,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_Extracts_GroundSpeed_From_Adsb_Airborne_Velocity_Messages,MagicNumber
virtuallynaked@virtually-naked,InverseKinematicsUtilitiesTest<>TestCalculateRelaxationBiasAtZeroVelocity,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,ImageTests<>MinWidthHeightAreZeroWithOverrideImage,MagicNumber
watson-developer-cloud@unity-sdk,TextToSpeechV1IntegrationTests<>TestListCustomPrompts,MagicNumber
vimeo@vimeo-unity-sdk,VimeoSettingsTest<>GetCurrentFolderIndex_Works,MagicNumber
vradarserver@vrs,ConfigurationListenerTests<>ConfigurationListener_Raises_Events_When_BaseStationSettings_Changes,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Sets_ConnectionTime_In_Statistics_When_Connection_Established,MagicNumber
hotbreakb@Capstone_Design,VectorTests<>Vector_Normalized,MagicNumber
tterpi@VRSketchingGeometry,PatchSketchObjectCommandTest<>DeleteSegmentCommandUndo,MagicNumber
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_Dispose_Releases_Provider,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_TargetStateAndStatus_Fills_Target_Heading_For_ADSB_1_Messages,MagicNumber
vradarserver@vrs,PolarPlotJsonTests<>PolarPlotJson_ToModel_Returns_Copy_Of_Polar_Plot,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Honours_Offset_And_Length_For_ModeS_Bytes,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Transmits_AVR_Star_Messages_When_Listener_Transmits_ModeS_Bytes_With_Parity_Present,MagicNumber
dioram@Elektronik,ContainerTreeTests<>WriteSnapshot,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateLocation_Throws_If_Writes_Disabled,MagicNumber
iamtomhewitt@vr-pacman,GameSettingsManagerTests<>GameSettingsManagerChangeSensitivityWorks,MagicNumber
UMI3D@UMI3D-SDK,PoseSubskeleton_Test<>StopAllPoses_All,MagicNumber
vradarserver@vrs,ExpiringDictionaryTests<>ExpiringDictionary_RemoveIfExists_Removes_Items_By_Key,MagicNumber
vradarserver@vrs,TestProvider<>ConfigurationStorage_Does_Not_Convert_User_If_User_Name_Is_Null,MagicNumber
XRTK@com.xrtk.core,TestFixture_02_InteractionDefinitionTests<>Test_03_03_Float_NoChange_Updated_Inverted,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMedianFinderTest<>TransformOddUnordered,MagicNumber
hotbreakb@Capstone_Design,LeapCTests<>TestGetDeviceList,MagicNumber
vradarserver@vrs,ListenerTests<>Listener_Connect_Updates_Statistics_When_Bytes_Are_Received,MagicNumber
vradarserver@vrs,CustomConvertTests<>CustomConvert_Icao24_Non_Hex_Digits_Are_Invalid,MagicNumber
augcog@ISAACS_Interface,SQLiteCacheTest<>ConcurrentTilesetInsert,MagicNumber
vradarserver@vrs,ObservableClass<>NotifyList_Insert_Does_Not_RaiseEvents_If_RaiseChangedEvents_Is_False,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_OnlineChanged_Raised_When_Online_Status_Changes_To_False,MagicNumber
vradarserver@vrs,BaseStationMessageTests<>BaseStationMessage_ToString_Only_Shows_6_Decimal_Places_For_Latitude_And_Longitude,MagicNumber
vradarserver@vrs,ExpiringDictionaryTests<>ExpiringDictionary_Upsert_Overwrites_Item_If_Present,MagicNumber
vradarserver@vrs,FileSystemServerTests<>FileSystemServer_Tests_Flattened_Paths_For_Checksums,MagicNumber
tterpi@VRSketchingGeometry,PatchSketchObjectCommandTest<>AddFirstSegmentCommand,MagicNumber
vradarserver@vrs,AircraftTests<>Aircraft_UpdateCoordinates_Does_Not_Update_Trail_When_Message_Does_Not_Have_Position,MagicNumber
vradarserver@vrs,AircraftTests<>Aircraft_UpdateCoordinates_Ignores_Trail_Updates_Less_Than_A_Second_Apart,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_Sends_All_Altitude_FullTrackCoordinates_When_FullTrack_Altitude_Is_Requested,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_MaxParameters_Returns_Minus_One_When_Disconnected,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_GetPolarPlot_Returns_No_Slices_If_Prohibited_By_Configuration,MagicNumber
vradarserver@vrs,RebroadcastServerManagerTests<>RebroadcastServerManager_Initialise_Throws_If_Called_More_Than_Once,MagicNumber
Innoactive@Creator,LockingTests<>GetLockablePropertiesMultipleObjectsAndConditions,MagicNumber
vradarserver@vrs,UniversalPlugAndPlayManagerTests<>UniversalPlugAndPlayManager_Initialise_Creates_The_UPnP_COM_Object,MagicNumber
ExtendRealityLtd@Zinnia.Unity,ObjectDistanceComparatorMock<>ProcessNoTarget,MagicNumber
GameLabGraz@Maroon,AudioMenuTests<>WhenChangeSliderValuesIndependentlyMultipleTimes_ThenBothAudioSourcesVolumeLevelsMatch,MagicNumber
vradarserver@vrs,AuthenticationConfigurationTests<>AuthenticationConfiguration_RemoveAdministratorPath_Does_Not_Add_Slashes_To_Root,MagicNumber
vradarserver@vrs,AircraftListJsonBuilderTests<>AircraftListJsonBuilder_ShortTrailLength_Sent_Even_If_Browser_Requested_Full_Trails,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatRangeValueRemapperTest<>RemapBySmoothStep,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatMinFinderTest<>TransformInactiveGameObject,MagicNumber
watson-developer-cloud@unity-sdk,AssistantV1IntegrationTests<>TestListDialogNodes,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,GridLayoutGroupTests<>TestVerticallyContrainedCalculateLayoutHorizontal,MagicNumber
vradarserver@vrs,NotPlugin<>PluginManager_LoadPlugins_Ignores_Dlls_That_Cannot_Be_Loaded,MagicNumber
SMBenedict173@General-Anesthesia-Simulator,CanvasGroupTests<>EnabledCanvasGroupEffectSelfAndChildrenAlpha,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatExtensionsTest<>GetSignedDegrees,MagicNumber
UMI3D@UMI3D-SDK,BindingManager_Test<>AddBinding_BindingsEnabled,MagicNumber
vradarserver@vrs,ModeSTranslatorTests<>ModeSTranslator_Translate_Copies_SignalLevel_To_ModeSMessage,MagicNumber
tterpi@VRSketchingGeometry,PatchSketchObjectCommandTest<>DeleteSegmentCommandRedo,MagicNumber
ExtendRealityLtd@Zinnia.Unity,NormalizedFloatToFloatTest<>TransformInactiveComponent,MagicNumber
vradarserver@vrs,LoopbackHostTests<>LoopbackHost_SendSimpleRequest_Copies_Client_IP_Address_From_Environment,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Feed_V2_GET,MagicNumber
dioram@Elektronik,ReadingTests<>ContainersTree,MagicNumber
ExtendRealityLtd@Zinnia.Unity,FloatSubtractorTest<>TransformInactiveComponent,MagicNumber
vradarserver@vrs,RawMessageTranslatorTests<>RawMessageTranslator_Translate_Copies_Altitude_From_ModeS_Messages,MagicNumber
tterpi@VRSketchingGeometry,LineSketchObjectCommandsTest<>DeleteOneControlPointWithCommandRedo,MagicNumber
vradarserver@vrs,TestProvider<>ConfigurationStorage_Does_Not_Convert_User_If_UserManager_Does_Not_Support_VRS_Hashes,MagicNumber
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_AircraftListJson_Starts_New_Timer_When_Old_Timer_Elapses,MagicNumber
vradarserver@vrs,SimpleAircraftListTests<>SimpleAircraftList_Constructor_Initialises_To_Known_State_And_Properties_Work,MagicNumber
stefaanvermassen@virtual-museum-app,MuseumTests<>AddingAndRemovingObjects_AddObjectOnTile_CorrectObjectCreated,MagicNumber
vradarserver@vrs,AdsbTranslatorTests<>AdsbTranslator_Translate_Extracts_SDA_And_GPS_Antenna_Offset_In_Aircraft_Operational_Status_Messages_Correctly,MagicNumber
vradarserver@vrs,EventHelperTests<>Raise_Calls_All_Handlers_When_ThrowEventHelperException_Is_True,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Creates_Flights_Table,MagicNumber
vradarserver@vrs,FeedsControllerTests<>FeedsController_GetFeed_Returns_Feed_If_Known,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Does_Nothing_If_FileName_Is_Empty,MagicNumber
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertSession_Inserts_Record_Correctly,MagicNumber
vradarserver@vrs,VectorVelocityTests<>VectorVelocity_Calculates_Velocity_And_Bearing_Correctly,MagicNumber
