Project Name,Test Function,Smell Type
vradarserver@vrs,NotPlugin<>PluginManager_LoadPlugins_Looks_In_Correct_Folder_For_Plugins,UnknownTest
vrm-c@UniVRM,UniVRMSerializeTests<>HumanoidBoneTestError,UnknownTest
vradarserver@vrs,AutoConfigWebServerTests<>AutoConfigWebServer_Dispose_Disposes_Of_Web_Server,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpsertAircraftLookup_Will_Not_Consider_Aircraft_Missing_If_They_Have_Registration,UnknownTest
vradarserver@vrs,BackgroundDataDownloaderTests<>BackgroundDataDownloader_Heartbeat_Tick_Runs_Updater,UnknownTest
SMBenedict173@General-Anesthesia-Simulator,ImageFilledGenerateWork<>ImageFilledGenerateWorks,UnknownTest
vradarserver@vrs,AircraftOperationalStatusMessageTests<>AircraftOperationalStatusMessage_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
watson-developer-cloud@unity-sdk,CoreTests<>TestSetHeaders,UnknownTest
dioram@Elektronik-Tools-2.0,ObservationsTests<>UpdateConnections,UnknownTest
icosa-gallery@open-brush,FbxNodeTest<>TestEvaluateLocalTransform,UnknownTest
vrm-c@UniVRM,TreeTests<>TreeTest,UnknownTest
vradarserver@vrs,PluginManifestTests<>PluginManifest_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
Unity-Technologies@InputSystem,PointerInputComposite<>Actions_CanGetSourceControlWhenReadingValueFromCompositePart,UnknownTest
dioram@Elektronik,PointsTests<>RemoveConnections,UnknownTest
tana@Mondeto,SceneLoaderTests<>ValueConversionTest,UnknownTest
dioram@Elektronik-Tools-2.0,PointsTests<>Remove,UnknownTest
icosa-gallery@open-brush,TestMathUtils<>TestPerspectiveOffCenter,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Force_Resend_Of_Trails_V3,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_InsertFlight_Truncates_Milliseconds_From_Date,UnknownTest
dioram@Elektronik,TrackedObjsTests<>Clear,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlights_String_Properties_Can_Match_Null_Or_Empty_Fields,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_Constructor_Initialises_To_Known_Values_And_Properties_Work,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_CreateDatabaseIfMissing_Creates_Flights_Table,UnknownTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,ListAndArrayExtensionTests<>RemoveAtMany_Sequential,UnknownTest
UMI3D@UMI3D-SDK,CollaborationBindingLoader_Test<>ReadUMI3DExtension_BoneBinding,UnknownTest
dioram@Elektronik-Tools-2.0,InfinitePlanesTests<>Create,UnknownTest
icosa-gallery@open-brush,FbxVector4Test<>TestEquality,UnknownTest
immersivecognition@unity-experiment-framework,TestEvents<>SessionEndEvent,UnknownTest
vradarserver@vrs,AirbornePositionMessageTests<>AirbornePositionMessage_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,ListAndArrayExtensionTests<>RemoveAtMany_Random,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_TextWriter_Produces_Expected_Text_For_IntClass,UnknownTest
dioram@Elektronik-Tools-2.0,ConnectionsTests<>UpdateObservations,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Single_Known_Aircraft_V2_POST,UnknownTest
vradarserver@vrs,ListenerTests<>Listener_Connect_Honours_Offset_And_Length_When_Translating_Compressed_Bytes,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpsertManyAircraft_Inserts_New_Lookups,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_RecordManyMissingAircraft_Updates_Existing_Empty_Records,UnknownTest
vradarserver@vrs,WebSiteExtenderTests<>WebSiteExtender_Enabled_True_Does_Not_Make_Redundant_Add_Of_SiteRoot,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_Stream_Produces_Expected_Text_For_ListsOfValueTypes,UnknownTest
ChanyaVRC@VRCOscLib,OscUtilityTests<>TestVrcIPAddressWithSending,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpsertAircraftLookup_Can_Ignore_Existing_Aircraft_When_Required,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpsertManyAircraft_Does_Not_Raise_AircraftUpdated_On_Insert,UnknownTest
icosa-gallery@open-brush,TestMathUtils<>TestEllipsoidTangent_Pld,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetFlights_Can_Filter_Flights_By_Equality_Criteria,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_TextReader_Produces_Correct_Object_For_StringClass,UnknownTest
icosa-gallery@open-brush,TestTransformExtensions<>TestLocalAccessor,UnknownTest
vradarserver@vrs,AircraftDetailTests<>Aircraft_Detail_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
augcog@ISAACS_Interface,TileJSONTest<>ConcatenatedVectorTilesets,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpsertAircraftLookup_Will_Overwrite_Missing_Aircraft_When_Required,UnknownTest
icosa-gallery@open-brush,FbxLayerElementMaterialTest<>TestEquality,UnknownTest
UMI3D@UMI3D-SDK,TestToSerializeSerializer<>WriteRead_ulong,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetManyAircraftByCode_Can_Return_More_Than_One_Aircraft,UnknownTest
JPMMaia@interactive-collaboration-platform-in-AR,StepTests<>StepTestsDeepCopy,UnknownTest
vradarserver@vrs,ExpiringDictionaryTests<>ExpiringDictionary_Constructor_Initialises_To_Known_Values,UnknownTest
dioram@Elektronik-Tools-2.0,TrackedObjsTests<>Create,UnknownTest
icosa-gallery@open-brush,TestMathUtils<>TestTransformVector4AsPoint,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpdateAircraftModeSCountry_Updates_ModeSCountry_For_Existing_Record,UnknownTest
vradarserver@vrs,JsonExample<>Responser_SendAudio_Does_Not_Compress_Non_WAV_Audio,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlightById_Returns_Flight_Object_For_Record_Identifier,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlightsForAircraft_Sorts_By_One_Column_Correctly,UnknownTest
PastaTime@DataRepVR,ShapePoolGetAuto<>Mesh,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Single_Known_Aircraft_V3,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpdateAircraft_Raises_AircraftUpdated,UnknownTest
dioram@Elektronik,ConnectionsTests<>RemoveSomeObservations,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetAircraftByRegistration_Returns_Null_If_Aircraft_Does_Not_Exist,UnknownTest
icosa-gallery@open-brush,ResultJson<>SetControlPointAtTest,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Two_Sort_Columns_V2_POST,UnknownTest
virtuallynaked@virtually-naked,RigidTransformTest<>TestChain,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpdateAircraftModeSCountry_Updates_ModeSCountry_For_Existing_Record,UnknownTest
vradarserver@vrs,TcasResolutionAdvisoryTests<>TcasResolutionAdvisory_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
BIVROST@360PlayerWindows,<>CanParseURIs,UnknownTest
dioram@Elektronik,ObservationsTests<>Clear,UnknownTest
vrm-c@UniVRM,UniVRMSerializeTests<>MetaTestError,UnknownTest
dioram@Elektronik-Tools-2.0,DataRecorderSubscription<>SubscribeConnectableObservationCloudContainer,UnknownTest
dioram@Elektronik-Tools-2.0,ShapedTests<>NoisedCube,UnknownTest
UMI3D@UMI3D-SDK,TestToSerializeSerializer<>WriteRead_ushort,UnknownTest
virtuallynaked@virtually-naked,TwistTest<>TestApplyDelta,UnknownTest
icosa-gallery@open-brush,FbxShapeTest<>TestBasics,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_Stream_Produces_Expected_Text_For_ListOfClassesClass,UnknownTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,ListAndArrayExtensionTests<>InsertMany_Last,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Ignores_Invalid_Known_Aircraft_V2_POST,UnknownTest
icosa-gallery@open-brush,TestColorPicker<>TestHue01,UnknownTest
UMI3D@UMI3D-SDK,PoseManager_Test<>PlayPoseClip_WithAnchoring_Specified,UnknownTest
UMI3D@UMI3D-SDK,TestToSerializeSerializer<>WriteRead_uint,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxATopRight_CorrectResults,UnknownTest
willychang21@MapboxARGame,TileJSONTest<>ConcatenatedVectorTilesets,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetSessions_Retrieves_All_Records_In_Sessions_Table,UnknownTest
vradarserver@vrs,JsonExample<>Responser_SendBinary_Enables_Compression_When_Requested,UnknownTest
tterpi@VRSketchingGeometry,PatchPerformanceTest<>SetControlPoints_Performance,UnknownTest
icosa-gallery@open-brush,FbxDeformerTest<>TestBasics,UnknownTest
gatosyocora@VRCPhotoAlbum,UsersTest<>CanSortOrderToCount,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetFlights_Sorts_By_One_Column_Correctly,UnknownTest
mattrdowney@planetaria,NewTestScript<>NewTestScriptWithEnumeratorPasses,UnknownTest
PastaTime@DataRepVR,FrameValidator<>CenterIsBetweenJoints,UnknownTest
vradarserver@vrs,LogClientTests<>LogClient_Constructor_Inititalises_To_Known_State_And_Properties_Work,UnknownTest
vradarserver@vrs,BaseStationSessionTests<>BaseStationSession_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
dioram@Elektronik,ConnectionsTests<>CreateObservations,UnknownTest
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Dispose_Does_Not_Dispose_Of_Listener,UnknownTest
dioram@Elektronik-Tools-2.0,ImagesTests<>OfflineImage,UnknownTest
RhubarbVR@RhubarbVR_Old,WorkerTests<>AllWorkersTest,UnknownTest
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>WaitForCorpus2,UnknownTest
icosa-gallery@open-brush,RoundTripTestBase<>TestRoundTrip,UnknownTest
dioram@Elektronik-Tools-2.0,RetranslatorTests<>LinesTest,UnknownTest
vradarserver@vrs,BitStreamTests<>BitStream_Skip_Does_Not_Throw_If_Skipped_To_End_Of_Stream,UnknownTest
immersivecognition@unity-experiment-framework,TestLocale<>TestDE,UnknownTest
vradarserver@vrs,StringDeduplicatorTests<>StringDeduplicator_DeduplicateArray_Does_Nothing_If_Passed_Null,UnknownTest
dioram@Elektronik,RetranslatorTests<>PointsTest,UnknownTest
vradarserver@vrs,AudioServerTests<>AudioServer_Command_Is_Not_Case_Sensitive,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Two_Sort_Columns_V2_GET,UnknownTest
virtuallynaked@virtually-naked,MathExtensionsTest<>TestCrossProductMatrix,UnknownTest
vradarserver@vrs,FilterBoolTests<>FilterBool_Equals_Returns_True_When_Any_Properties_Do_Not_Match,UnknownTest
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Dispose_Does_Not_Dispose_Of_BroadcastProvider,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_Stream_Produces_Correct_Object_For_IgnoreAttributeClass,UnknownTest
tana@Mondeto,MathTests<>QuatMulTest,UnknownTest
vradarserver@vrs,SimpleContentTests<>SimpleContent_Constructor_Initialises_To_Known_Values_And_Properties_Work,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetCountOfFlights_Returns_Count_Of_Flights_Matching_Criteria,UnknownTest
vradarserver@vrs,StringDeduplicatorTests<>StringDeduplicator_DeduplicateList_Ignores_Null_Lists,UnknownTest
vradarserver@vrs,FilterEnumTests<>FilterEnum_GetHashCode_Returns_Correct_Value,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Feed_V2_POST,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Can_Specify_Many_Known_Aircraft_Ids_V2_POST,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_Stream_Produces_Correct_Object_For_ByteListClass,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetManyAircraftAndFlightsCountByCode_Returns_Empty_Collection_If_Aircraft_Does_Not_Exist,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetAircraftById_Returns_Null_If_Aircraft_Does_Not_Exist,UnknownTest
FarahKamleh@Group4.Project3,GltfLoadTests<>GltfSampleModelsTests,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_TextReader_Produces_Correct_Object_For_IntPtrClass,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>ExpandToSquare_BoundingBoxABottom_CorrectResults,UnknownTest
PastaTime@DataRepVR,ShapePoolGetAuto<>CreateCapsule,UnknownTest
vradarserver@vrs,MainPresenterTests<>MainPresenter_RebroadcastServerManager_Configuration_Shown_On_Initialise,UnknownTest
MatthewSloyan@final-year-applied-project-and-minor-dissertation,TestSuite<>TestSuiteWithEnumeratorPasses,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_TextReader_Produces_Correct_Object_For_BoolClass,UnknownTest
vrm-c@UniVRM,MeshTests<>MeshCopyTest,UnknownTest
watson-developer-cloud@unity-sdk,DiscoveryV1IntegrationTests<>TestListFields,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpdateFlight_Correctly_Updates_Record,UnknownTest
virtuallynaked@virtually-naked,TwistSwingConstraintTest<>TestClampTwistWithSwing,UnknownTest
vradarserver@vrs,InstallerSettingsTests<>InstallerSettings_Initialises_To_Known_State_Under_Mono,UnknownTest
augcog@ISAACS_Interface,MapMatcherTest<>Timestamps,UnknownTest
immersivecognition@unity-experiment-framework,TestSessionBehaviour<>TestEndMultipleTimes,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_Stream_Produces_Expected_Text_For_SimpleParentClass_Null_Child,UnknownTest
icosa-gallery@open-brush,FbxAxisSystemTest<>TestConvertScene,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetManyAircraftAndFlightsCountByCode_Returns_Counts_Of_Flights,UnknownTest
vimeo@vimeo-unity-sdk,VimeoRecorderPlayTest<>Multiple_Uploads_Work,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_InsertFlight_Works_In_Different_Cultures,UnknownTest
icosa-gallery@open-brush,TestTrTransform<>TestToMatrix4x4,UnknownTest
vrm-c@UniVRM,TempFile<>Migrate_VrmTestModels,UnknownTest
icosa-gallery@open-brush,TestTransformExtensions<>TestRelativeAccessor_AncestorGet,UnknownTest
tterpi@VRSketchingGeometry,PatchPerformanceTest<>PatchPerformanceTestSimplePasses2,UnknownTest
realitycollective@com.realitytoolkit.core,TestFixture_02_InteractionDefinitionTests<>Test_04_01_01_Vector2_One,UnknownTest
FarahKamleh@Group4.Project3,MeshTests<>MeshCopyTest,UnknownTest
icosa-gallery@open-brush,TestStatelessRng<>TestUniformity_InUnitSphere,UnknownTest
vradarserver@vrs,SplashPresenterTests<>SplashPresenter_StartApplication_Stops_Application_Working_Folder_Command_Line_Argument_Specifies_Invalid_Folder,UnknownTest
MatthewSloyan@final-year-applied-project-and-minor-dissertation,TestSuite<>TestScoreManager,UnknownTest
vimeo@vimeo-unity-sdk,VimeoPlayerPlayTest<>Can_Stream_Video_With_Valid_Production_Token,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetCountOfFlightsForAircraft_Returns_Zero_If_Aircraft_Is_Null,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetAircraftById_Returns_Aircraft_Object_For_Record_Identifier,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_InsertSystemEvents_Correctly_Inserts_Record,UnknownTest
icosa-gallery@open-brush,TestTrTransform<>TestTransformRandomPlane,UnknownTest
vradarserver@vrs,JsonExample<>Responder_SendJson_Compresses_Response,UnknownTest
dioram@Elektronik-Tools-2.0,ConnectionsTests<>RemoveSomeObservations,UnknownTest
Unity-Technologies@InputSystem,AndroidTests<>Devices_SupportsAndroidGamepad_WithButtonDpad,UnknownTest
vradarserver@vrs,ModeSMessageTests<>ModeSMessage_Initialises_To_Known_Values_And_Properties_Work,UnknownTest
dioram@Elektronik,ObservationsTests<>UpdateMessages,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetManyAircraftByCode_Can_Return_More_Than_One_Aircraft,UnknownTest
icosa-gallery@open-brush,TestTransformExtensions<>TestRelativeAccessor_ParentSet,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpdateSystemEvents_Works_For_Different_Cultures,UnknownTest
vradarserver@vrs,JsonExample<>Responder_SendText_Compresses_Response,UnknownTest
vradarserver@vrs,ListenerTests<>Listener_Connect_Honours_Offset_And_Length_When_Translating_Extracted_Bytes_To_Port30003_Message_Strings_For_Translation,UnknownTest
UMI3D@UMI3D-SDK,TestToSerializeSerializer<>WriteRead_bool,UnknownTest
dioram@Elektronik-Tools-2.0,ConnectionsTests<>RemoveSomePoints,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetDatabaseVersion_Retrieves_Record_In_DBInfo_Table,UnknownTest
dioram@Elektronik-Tools-2.0,ConnectionsTests<>AddObservations,UnknownTest
hotbreakb@Capstone_Design,ListAndArrayExtensionTests<>InsertMany_First,UnknownTest
dioram@Elektronik,TrackedObjsTests<>UpdatePositionsRandom,UnknownTest
nadir500@USN-VR-Unilateral-spatial-neglect-virtual-reality,ListAndArrayExtensionTests<>InsertMany_First,UnknownTest
vradarserver@vrs,ServerReceiverJsonTests<>ServerReceiverJson_Constructor_Initialises_To_Known_Values_And_Properties_Work,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_UpsertManyAircraft_Inserts_New_Lookups,UnknownTest
vradarserver@vrs,ReportsControllerTests<>ReportRows_IcaoReport_Searches_For_Single_Aircraft,UnknownTest
vrm-c@UniVRM,UniVRMSerializeTests<>BlendShapeBindTestError,UnknownTest
dioram@Elektronik,PointsStressTests<>UpdateConnections,UnknownTest
alvinquach@jpl-trek-vr,BoundingBoxUtilsTests<>MedianDirection_BoundingBoxD_CorrectResult,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_TextReader_Produces_Correct_Object_For_ListsOfValueTypes,UnknownTest
vradarserver@vrs,ListenerTests<>Listener_Connect_Does_Not_Call_EstablishConnection_After_Disposed,UnknownTest
vradarserver@vrs,BackgroundDataDownloaderTests<>BackgroundDataDownloader_Heartbeat_Tick_Does_Not_Run_Updater_Or_Loader_If_Configuration_Prohibits_Automated_Check,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_TextWriter_Produces_Expected_Text_For_ListsOfValueTypes,UnknownTest
GameLabGraz@Maroon,VrSceneValidationTests<>SceneHasTeleporting,UnknownTest
vradarserver@vrs,FilterRangeTests<>FilterRange_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
icosa-gallery@open-brush,TestTransformExtensions<>TestGlobalAccessor,UnknownTest
icosa-gallery@open-brush,TestExport<>TestFbxQuaternion,UnknownTest
dioram@Elektronik,InfoTests<>Create,UnknownTest
dioram@Elektronik,ConnectionsTests<>UpdateObservations,UnknownTest
vradarserver@vrs,LogSessionTests<>LogSession_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetFlights_Sorts_By_One_Column_Correctly,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetOrInsertAircraftByCode_Deals_With_Null_CodeBlock,UnknownTest
dioram@Elektronik-Tools-2.0,PointsTests<>RemoveConnections,UnknownTest
FarahKamleh@Group4.Project3,TempFile<>Migrate_VrmTestModels,UnknownTest
hotbreakb@Capstone_Design,ListAndArrayExtensionTests<>RemoveAtMany_Random,UnknownTest
RhubarbVR@RhubarbVR_Old,DataNodeGroupTests<>GetByteArrayTest,UnknownTest
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>WaitForLanguageModel2,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpdateFlight_Works_For_Different_Cultures,UnknownTest
watson-developer-cloud@unity-sdk,SpeechToTextV1IntegrationTests<>WaitForLanguageModel3,UnknownTest
vradarserver@vrs,MapPluginHtmlManipulatorTests<>MapPluginHtmlManipulator_Only_Replaces_Marker_And_Stylesheet,UnknownTest
vradarserver@vrs,ConnectionProperty<>Initialise_Copies_Configuration_To_RawTranslator,UnknownTest
vradarserver@vrs,MainPresenterTests<>MainPresenter_VersionChecker_Shows_Wait_Cursor_When_Invoked_Manually,UnknownTest
Unity-Technologies@InputSystem,TestException<>Events_CanListenForEvents,UnknownTest
vrm-c@UniVRM,UniVRMSerializeTests<>ExtensionsTest,UnknownTest
vradarserver@vrs,AircraftJsonTests<>AircraftJson_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
tterpi@VRSketchingGeometry,PatchPerformanceTest<>GeneratePatchVerticesSmall_Parallel,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_Transactions_Can_Commit_Operations_To_Database,UnknownTest
virtuallynaked@virtually-naked,EllipseClampTest<>TestInside,UnknownTest
vradarserver@vrs,AudioServerTests<>AudioServer_Does_Not_Respond_To_Requests_For_Other_Pages,UnknownTest
vradarserver@vrs,FeedsControllerTests<>FeedsController_AircraftList_Filters_Ignore_Invalid_Conditions_V2_POST,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_DeleteSystemEvents_Correctly_Deletes_Record,UnknownTest
vradarserver@vrs,SplashPresenterTests<>SplashPresenter_StartApplication_Does_Not_Create_Admin_User_If_Password_Missing,UnknownTest
icosa-gallery@open-brush,TestListExtensions<>TestSpeed_AddRange,UnknownTest
vradarserver@vrs,LogTests<>Log_WriteLine_Format_Writes_Formatted_Lines,UnknownTest
Unity-Technologies@InputSystem,TestDeviceWithMultiBitControl<>State_CanThrowExceptionFromStateChangeMonitorCallback,UnknownTest
vradarserver@vrs,ModeSTranslatorTests<>ModeSTranslator_Translate_Does_Not_Throw_Exceptions_On_Invalid_Gillham_Altitudes,UnknownTest
vradarserver@vrs,PictureDetailTests<>PictureDetail_Equals_Returns_False_When_Comparing_Against_Object_With_Different_Properties,UnknownTest
tterpi@VRSketchingGeometry,LinePerformanceTest<>SketchObject_AddControlPoint_Performance,UnknownTest
vradarserver@vrs,AutoConfigWebServerTests<>AutoConfigWebServer_Heartbeat_Only_Tries_To_Fetch_External_IP_Address_After_Exception_Once_Timeout_Has_Elapsed,UnknownTest
vradarserver@vrs,JsonExample<>Responser_SendAudio_Compresses_WAV_Files,UnknownTest
icosa-gallery@open-brush,TestColorPicker<>HslHsvHsl_Bad,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetLocations_Retrieves_All_Records_In_Locations_Table,UnknownTest
vradarserver@vrs,IdentifierAndCategoryMessageTests<>IdentifierAndCategoryMessage_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_GetManyAircraftAndFlightsCountByCode_Returns_Counts_Of_Flights,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Serialise_Stream_Produces_Expected_Text_For_EnumClass,UnknownTest
vrm-c@UniVRM,TempFile<>Migrate0to1,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_GetOrInsertAircraftByCode_Deals_With_Null_Country,UnknownTest
PastaTime@DataRepVR,TransformCopyTranslation<>IsTranslated,UnknownTest
SMBenedict173@General-Anesthesia-Simulator,CanvasSizeCorrectInAwakeAndStart<>CanvasSizeIsCorrectInAwakeAndStart,UnknownTest
RhubarbVR@RhubarbVR_Old,WorkerTests<>AllSyncMemberTest,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpsertManyAircraft_Raises_AircraftUpdated_On_Update_Aircraft,UnknownTest
icosa-gallery@open-brush,TestTrTransform<>TestTransformPointAndVec,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_UpsertManyAircraft_Inserts_New_Aircraft,UnknownTest
immersivecognition@unity-experiment-framework,TestLocale<>TestGB,UnknownTest
Unity-Technologies@InputSystem,CoreTests<>Analytics_ShouldReportEditorSessionAnalyticsWithFocusTime_IfHavingMultipleFocusSessionsWithinSession,UnknownTest
vradarserver@vrs,FlightSimulatorTests<>FlightSimulatorX_Dispose_Releases_Provider,UnknownTest
icosa-gallery@open-brush,FbxCameraTest<>TestProperties,UnknownTest
vradarserver@vrs,EmergencyStatusTests<>EmergencyStatus_Constructor_Initialises_To_Known_State_And_Properties_Work,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SQLite<>SQLite_BaseStationDatabase_DeleteFlight_Correctly_Deletes_Record,UnknownTest
dioram@Elektronik,ObservationsTests<>Remove,UnknownTest
vradarserver@vrs,TestFileInfo<>DirectoryCache_CacheSubFolders_Change_Triggers_Background_File_Load,UnknownTest
hotbreakb@Capstone_Design,ProduceConsumeBufferTest<>Test,UnknownTest
vradarserver@vrs,TimeSpanClass<>XmlSerialiser_Deserialise_TextReader_Can_Use_Default_Enum_Value_For_Unknown_Values_If_Required,UnknownTest
vradarserver@vrs,RebroadcastServerTests<>RebroadcastServer_Disposes_Of_Timer,UnknownTest
vradarserver@vrs,BaseStationDatabaseTests_SqlServer<>SqlServer_BaseStationDatabase_DeleteFlight_Correctly_Deletes_Record,UnknownTest
